popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
31.0,0.7390000000000001,0.565,260467.0,0.3929999999999999,0.0008449999999999,0.143,-9.309,0.0244,75.53699999999999,0.2289999999999999,Anime
23.0,3.61e-05,0.42,214027.0,0.935,0.121,0.0654,-3.63,0.0429,120.40649672489091,0.682,Anime
70.0,0.00569,0.7240000000000001,163673.0,0.591,0.0249,0.0833,-5.696000000000001,0.0677,107.944,0.633,Rock
61.0,0.148,0.701,462267.0,0.7879999999999999,0.625,0.0977,-5.611000000000001,0.0425,142.584,0.795,Rock
33.0,0.176,0.615,264840.0,0.526,0.0128,0.127,-7.502999999999999,0.0284,155.972,0.3829999999999999,Jazz
67.0,0.0102,0.68,233947.0,0.536,0.00105,0.113,-6.669,0.0582,119.958,0.417,Rock
65.0,0.858,0.654,134400.0,0.336,0.385,0.0786,-12.825,0.0379,176.083,0.947,Rock
62.0,0.027,0.521,192333.0,0.901,0.0651,0.108,-5.518,0.067,131.18200000000002,0.8170000000000001,Rock
64.0,6.06e-05,0.451,194227.0,0.815,0.0,0.27,-5.55,0.0368,147.974,0.618,Alternative
26.0,0.0605,0.348,313400.0,0.6759999999999999,0.00118,0.948,-8.054,0.0342,120.40649672489091,0.482,Blues
56.0,0.1689999999999999,0.669,329187.0,0.662,0.0,0.345,-7.757999999999999,0.0446,94.531,0.471,Rap
50.0,0.000571,0.183,-1.0,0.984,1.84e-05,0.288,-2.654,0.186,182.41,0.36,Alternative
53.0,0.174,0.6759999999999999,265933.0,0.379,0.0072,0.0619,-19.42,0.031,115.237,0.818,Rock
44.0,0.0101,0.698,212760.0,0.6759999999999999,2.57e-05,0.1119999999999999,-11.717,0.0277,116.486,0.961,Country
47.0,0.326,0.6990000000000001,147107.0,0.59,0.0,0.108,-4.952,0.215,144.88,0.812,Alternative
57.0,0.175,0.541,174573.0,0.662,0.0,0.0803,-7.196000000000001,0.0382,144.046,0.742,Rock
55.0,0.425,0.705,-1.0,0.8109999999999999,6.15e-05,0.126,-5.2010000000000005,0.0285,91.974,0.519,Rock
53.0,0.0093,0.3289999999999999,276132.0,0.6459999999999999,0.00469,0.1009999999999999,-6.962000000000001,0.0283,173.97400000000002,0.471,Rock
54.0,0.0489,0.332,214106.0,0.731,0.00347,0.178,-4.565,0.0446,90.02799999999999,0.636,Rock
62.0,9.62e-05,0.623,162293.0,0.983,0.0617,0.261,-3.548,0.151,134.975,0.271,Rock
51.0,0.337,0.563,211573.0,0.497,0.00273,0.162,-7.595,0.0351,169.977,0.561,Rock
54.0,0.000173,0.521,206000.0,0.919,0.00218,0.301,-3.1460000000000004,0.0475,131.726,0.746,Rock
69.0,0.013,0.649,208467.0,0.888,2.23e-06,0.0888,-4.807,0.0293,100.975,0.5529999999999999,Alternative
49.0,0.5529999999999999,0.6809999999999999,265640.0,0.447,4.36e-06,0.122,-8.83,0.0477,99.418,0.746,Rock
56.0,0.271,0.578,254493.0,0.738,0.0,0.0651,-4.109,0.0427,81.962,0.352,Rock
35.0,0.239,0.556,198320.0,0.867,0.0,0.0874,-4.904,0.0321,133.07299999999998,0.81,Blues
53.0,0.0541,0.6509999999999999,269613.0,0.875,0.00984,0.0254,-4.349,0.0409,92.022,0.83,Rock
54.0,0.0399,0.575,177960.0,0.985,0.0,0.166,-1.038,0.0743,120.40649672489091,0.476,Rock
51.0,0.147,0.44,201076.0,0.649,0.0,0.105,-8.465,0.0925,187.783,0.405,Rock
79.0,0.296,0.623,191360.0,0.417,0.0,0.135,-8.699,0.0354,130.032,0.721,Rock
64.0,0.0027199999999999,0.235,227296.0,0.86,0.0969,0.3879999999999999,-2.842,0.0561,127.788,0.342,Rock
39.0,0.81,0.478,213667.0,0.395,0.0,0.346,-11.674,0.0306,136.467,0.616,Country
25.0,0.973,0.0712,257280.0,0.0169,0.35,0.0731,-26.569000000000003,0.0496,77.78,0.0311,Classical
58.0,0.0198,0.467,185080.0,0.815,1.23e-06,0.118,-7.928999999999999,0.0524,140.047,0.335,Rock
21.0,0.988,0.613,-1.0,0.213,0.00128,0.138,-13.443,0.0603,102.223,0.71,Blues
25.0,0.959,0.4629999999999999,351587.0,0.039,0.726,0.106,-16.647000000000002,0.0728,77.222,0.0979,Blues
65.0,0.195,0.606,172640.0,0.805,8.81e-06,0.109,-5.399,0.214,120.40649672489091,0.725,Rock
58.0,0.161,0.416,211487.0,0.53,1.34e-06,0.108,-8.182,0.0255,102.029,0.379,Rock
53.0,0.373,0.649,213528.0,0.7879999999999999,0.0,0.108,-7.029,0.0532,120.40649672489091,0.736,Rock
65.0,0.000983,0.531,216067.0,0.855,0.0,0.0716,-4.95,0.0352,124.578,0.424,Rock
38.0,0.0332,0.608,218624.0,0.938,0.0,0.31,-2.681,0.287,134.19799999999998,0.436,Electronic
56.0,0.00579,0.939,144453.0,0.373,0.0,0.2739999999999999,-7.779,0.2269999999999999,119.953,0.0602,Rap
64.0,0.25,0.546,178147.0,0.631,0.0,0.123,-5.757000000000001,0.0283,129.556,0.569,Rock
61.0,0.0725,0.6409999999999999,-1.0,0.792,0.513,0.175,-6.452999999999999,0.0272,87.069,0.67,Rock
